Name,POS,"Ht("")",Wt (lbs),40yd,40Z,BP,BPZ,"Vertical ("")",VZ,"Broad Jump("")",BJZ,Shuttle,SZ,3Cone,3CZ,TotZ,AvgZ,Rd,Pick,Rank,,GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Coley,ILB,73,239,4.95,-0.463726022,,,,,,,,,,,-0.463726022,-0.463726022,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Jabral Johnson,ILB,73,224,4.84,-0.096015358,,,,,,,,,,,-0.096015358,-0.096015358,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Jeff Luc,ILB,73,263,4.83,-0.062587116,,,,,,,,,,,-0.062587116,-0.062587116,,,,,,,,,0,,,,,,,0,,,,,,,0,,
John Timu,ILB,73,241,4.83,-0.062587116,,,,,,,,,,,-0.062587116,-0.062587116,,,,,7,0,159,60,219,31.28571429,,11,0,185,137,322,29.27272727,,11,0,136,193,329,29.90909091,
Karl Mickelsen,ILB,73,234,4.83,-0.062587116,,,,,,,,,,,-0.062587116,-0.062587116,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Kendall Moore,ILB,73,242,4.65,0.539121242,,,,,,,,,,,0.539121242,0.539121242,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Lamar Dawson,ILB,73,230,4.78,0.104554094,,,,,,,,,,,0.104554094,0.104554094,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Marcus Mallett,ILB,73,227,4.62,0.639405968,,,,,,,,,,,0.639405968,0.639405968,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Max Morgan,ILB,73,231,4.79,0.071125852,,,,,,,,,,,0.071125852,0.071125852,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Michael Taylor,ILB,71,227,4.78,0.104554094,,,,,,,,,,,0.104554094,0.104554094,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Paul Dawson,ILB,72.13,235,4.93,-0.396869537,21,0.031402366,28,-1.328633538,109,-0.644701124,4.49,-0.483944917,,,-2.822746751,-0.56454935,3,99,98,,11,0,34,195,229,20.81818182,,2,0,0,32,32,16,,3,0,0,53,53,17.66666667,
Quayshawn Nealy,ILB,73,237,4.82,-0.029158874,,,,,,,,,,,-0.029158874,-0.029158874,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Quinton Alston,ILB,73,232,4.69,0.405408273,,,,,,,,,,,0.405408273,0.405408273,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Qushaun Lee,ILB,71,225,4.78,0.104554094,,,,,,,,,,,0.104554094,0.104554094,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Ramik Wilson,ILB,74,237,4.77,0.137982336,23,0.358571207,35,0.33227424,111,-0.434203318,4.51,-0.562577529,,,-0.167953064,-0.033590613,4,118,116,,11,0,129,96,225,20.45454545,,11,0,523,47,570,51.81818182,,8,0,125,76,201,25.125,
Stephone Anthony,ILB,74.63,243,4.56,0.839975421,23,0.358571207,37,0.80681932,122,0.723534617,4.03,1.324605161,7.07,0.515760444,4.569266169,0.761544362,1,31,30,,16,0,990,101,1091,68.1875,,10,0,133,136,269,26.9,,8,0,133,40,173,21.625,
Steve Edmond,ILB,75,253,4.84,-0.096015358,,,,,,,,,,,-0.096015358,-0.096015358,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Taiwan Jones,ILB,74.63,245,4.95,-0.463726022,19,-0.295766474,32,-0.379543379,115,-0.013207705,4.33,0.145115979,7.25,0.060380065,-0.946747536,-0.157791256,,,,,12,62,0,226,288,24,,3,0,0,59,59,19.66666667,,8,3,0,128,131,16.375,
Terrance Plummer,ILB,71,235,4.93,-0.396869537,,,,,,,,,,,-0.396869537,-0.396869537,,,,,3,0,0,51,51,17,,,,,,0,,,,,,,0,,
Trey DePriest,ILB,72.38,254,4.92,-0.363441295,,,,,,,,,,,-0.363441295,-0.363441295,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Zach Vigil,ILB,74,236,4.68,0.438836515,,,,,,,,,,,0.438836515,0.438836515,,,,,16,0,143,301,444,27.75,,9,0,1,132,133,14.77777778,,7,0,394,72,466,66.57142857,
Jared Roberts,K,73,210,5.02,-0.697723716,,,,,,,,,,,-0.697723716,-0.697723716,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Josh Lambo,K,72.25,216,5.16,-1.165719106,,,,,,,,,,,-1.165719106,-1.165719106,,,,,16,0,0,141,141,8.8125,,16,0,0,169,169,10.5625,,10,0,0,103,103,10.3,
Justin Manton,K,74.75,196,4.93,-0.396869537,,,,,,,,,,,-0.396869537,-0.396869537,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Kyle Brindza,K,72.63,236,5.17,-1.199147348,14,-1.113688575,,,,,,,,,-2.312835924,-1.156417962,,,,,4,0,0,38,38,9.5,,,,,,0,,,,,,,0,,
Marvin Kloss,K,71,196,4.94,-0.43029778,,,,,,,,,,,-0.43029778,-0.43029778,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Sam Ficken,K,73.5,191,5.06,-0.831436685,,,,,,,,,,,-0.831436685,-0.831436685,,,,,,,,,0,,,,,,,0,,,2,0,0,16,16,8,
Ty Long,K,73,206,4.87,-0.196300085,,,,,,,,,,,-0.196300085,-0.196300085,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Andrew East,LS,74,239,4.87,-0.196300085,,,,,,,,,,,-0.196300085,-0.196300085,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Easton Wahlstrom,LS,73,244,4.95,-0.463726022,,,,,,,,,,,-0.463726022,-0.463726022,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Jesse Schmitt,LS,74,245,5.12,-1.032006138,,,,,,,,,,,-1.032006138,-1.032006138,,,,,,,,,0,,,,,,,0,,,,,,,0,,
Joe Cardona,LS,74,242,4.91,-0.330013053,30,1.503662149,33,-0.142270839,,,,,,,1.031378256,0.343792752,5,166,161,,16,0,0,164,164,10.25,,16,0,0,153,153,9.5625,,16,0,0,147,147,9.1875,
Matt Dooley,LS,76,245,5.08,-0.898293169,,,,,,,,,,,-0.898293169,-0.898293169,,,,,,,,,0,,,,,,,0,,,,,,,0,,
